student_id,age,degree,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,job_ready,career_track
S100465,20,B.Sc,7.58,8.4,5.9,5.8,4.6,2.5,4.5,5,0,0,4,493.0,2,0,0,4,1,2.0,1.3,4.7,3.9,6.4,7.3,0,5
S100466,21,B.Sc,6.79,4.7,7.5,5.1,7.3,8.4,6.6,2,1,1,0,,4,0,0,6,1,1.0,7.0,6.5,2.9,,5.2,1,3
S100467,20,BCA,6.51,10.0,9.5,1.7,5.9,6.5,2.4,2,2,0,2,321.0,2,0,0,5,2,0.0,3.9,9.0,1.2,7.6,3.3,0,5
S100468,25,B.Tech,7.71,7.2,6.6,6.5,8.8,3.6,9.4,3,0,0,2,297.0,1,0,1,3,0,1.0,8.0,7.1,7.0,8.3,7.3,0,5
S100469,21,B.Tech,7.64,7.2,4.7,7.4,8.4,5.8,3.3,1,1,0,3,87.0,1,0,0,5,1,3.0,2.7,7.2,7.4,3.7,3.1,0,5
S100470,21,B.Tech,8.02,7.4,7.4,10.0,6.2,1.5,5.0,3,0,0,3,384.0,3,1,1,4,1,2.0,4.2,7.2,1.5,5.7,5.2,0,5
S100471,25,B.Tech,9.47,9.9,4.4,4.7,5.3,3.0,2.4,3,1,0,0,,2,0,0,9,4,2.0,6.4,5.6,5.7,5.6,5.8,0,5
S100472,24,B.Tech,7.75,7.9,3.7,4.4,6.8,4.7,2.1,4,0,0,1,422.0,4,0,1,5,2,1.0,6.7,9.4,4.7,8.6,8.0,1,1
S100473,21,B.Tech,7.94,3.6,2.3,3.3,5.4,5.5,3.1,2,1,0,0,,1,0,0,4,3,1.0,4.2,7.1,7.9,7.7,7.0,0,5
S100474,22,B.Tech,6.53,9.0,2.7,5.9,9.2,4.3,2.9,2,0,0,3,353.0,3,0,3,3,4,3.0,4.8,,5.1,5.7,6.3,1,1
S100475,23,B.Tech,6.34,5.9,4.0,5.9,6.0,5.0,4.1,1,1,0,0,,4,1,1,1,2,7.0,7.4,7.7,6.6,1.9,7.7,1,0
S100476,23,B.Tech,8.92,6.7,3.4,3.9,5.0,4.7,2.8,4,1,0,1,383.0,3,1,1,5,0,0.0,7.5,8.2,4.6,3.9,3.5,0,5
S100477,25,B.Sc,6.67,4.2,6.4,5.2,4.9,4.1,6.5,4,1,1,6,292.0,5,0,2,6,1,6.0,4.8,4.3,4.1,,9.0,0,5
S100478,25,B.Sc,6.56,7.4,3.4,1.5,3.4,3.8,3.3,3,2,0,2,372.0,3,0,0,3,2,2.0,4.3,6.6,7.0,5.4,0.0,0,5
S100479,25,B.Tech,7.46,5.3,0.0,7.4,6.9,3.6,3.0,0,0,0,2,31.0,7,2,3,2,4,5.0,2.8,10.0,7.7,5.8,8.7,0,5
S100480,20,B.Tech,7.42,6.7,3.7,4.0,4.2,5.0,4.1,2,2,0,1,309.0,2,0,1,3,2,2.0,6.0,9.5,3.0,7.1,4.1,0,5
S100481,21,B.Tech,6.69,6.0,4.9,5.4,8.0,5.4,7.2,2,0,0,2,102.0,8,2,4,1,3,3.0,7.1,6.3,7.8,8.0,6.6,0,5
S100482,23,B.Sc,7.23,10.0,4.6,2.6,3.2,4.9,5.5,2,2,1,5,204.0,9,1,3,5,1,2.0,5.8,7.8,3.6,4.6,8.7,1,4
S100483,20,B.Tech,8.61,10.0,8.8,4.3,6.1,1.9,4.8,2,2,0,2,384.0,2,0,2,1,2,5.0,3.7,5.9,0.8,7.1,6.9,1,0
S100484,22,B.Tech,6.77,6.6,4.6,4.9,8.1,2.3,1.8,3,0,0,0,,1,0,0,5,3,3.0,9.1,7.1,5.5,8.9,6.5,0,5
S100485,20,B.Tech,6.25,6.6,7.6,5.5,1.5,5.4,2.5,2,2,2,4,377.0,3,0,0,2,3,2.0,1.3,5.7,6.5,8.6,7.5,1,0
S100486,25,B.Tech,8.35,5.8,5.8,6.5,9.8,7.7,2.2,1,1,0,2,130.0,4,2,2,5,3,2.0,7.3,5.6,2.5,5.0,2.8,1,1
S100487,20,B.Tech,7.94,8.5,5.7,8.4,4.9,4.8,7.9,3,3,0,1,377.0,3,0,0,5,2,4.0,5.9,5.4,1.5,6.5,3.1,1,1
S100488,20,B.Sc,6.94,5.9,4.1,7.0,6.1,3.6,6.2,2,1,0,2,383.0,3,0,0,2,1,,6.4,9.5,4.5,7.4,6.3,0,5
S100489,21,B.Sc,6.08,5.7,5.7,7.4,6.9,5.0,3.1,1,1,0,2,8.0,1,0,1,3,1,1.0,3.9,5.6,4.2,6.0,5.4,1,3
S100490,20,M.Tech,6.83,8.3,4.3,8.4,7.3,2.0,3.8,3,0,0,2,117.0,5,0,3,3,0,3.0,5.2,8.6,8.2,5.6,5.2,0,5
S100491,23,B.Sc,7.45,5.5,6.1,6.6,6.3,7.4,3.2,5,3,0,0,,3,1,2,5,2,5.0,6.1,5.7,5.5,2.9,8.3,0,5
S100492,22,B.Sc,8.55,6.4,5.3,5.4,7.8,4.9,3.1,2,1,1,3,171.0,2,0,1,7,2,1.0,5.3,5.5,7.0,4.4,8.1,1,2
S100493,25,B.Tech,6.57,3.7,3.9,7.5,6.8,3.0,6.0,4,1,0,2,220.0,3,0,0,6,1,2.0,1.9,7.2,5.9,4.7,4.0,0,5
S100494,21,M.Tech,7.42,7.8,7.8,7.6,9.3,4.1,4.4,6,2,0,0,,2,1,1,8,2,3.0,8.9,4.2,8.6,3.7,6.7,1,2
S100495,23,B.Tech,8.11,10.0,6.7,6.8,6.8,3.3,9.6,1,0,0,0,,2,0,0,2,5,2.0,6.8,7.7,3.7,6.2,2.7,1,4
S100496,23,B.Tech,5.36,7.8,4.9,2.6,9.7,7.4,7.8,2,0,0,1,47.0,4,0,1,2,4,2.0,5.6,6.3,5.3,7.6,2.6,0,5
S100497,23,B.Sc,8.43,9.1,6.1,3.8,7.6,4.1,7.9,1,1,0,2,136.0,3,0,0,1,2,3.0,5.7,5.5,2.4,5.2,4.0,0,5
S100498,24,B.Tech,6.44,5.0,5.6,5.0,2.2,4.8,6.5,4,1,0,4,238.0,2,0,0,9,3,3.0,8.9,5.1,7.1,,5.7,0,5
S100499,21,B.Tech,7.8,6.9,4.1,7.1,10.0,5.8,4.1,2,2,0,1,384.0,4,0,2,8,2,3.0,4.0,10.0,7.7,5.8,4.5,1,2
S100500,23,M.Tech,7.72,4.8,5.9,5.5,4.7,2.9,6.3,1,1,1,3,249.0,5,1,1,2,0,0.0,3.6,6.4,7.2,6.5,6.7,0,5
S100501,24,MCA,8.48,6.1,4.6,7.8,8.8,4.9,4.2,2,0,0,3,491.0,2,0,1,4,2,,7.2,6.4,5.3,6.4,5.8,0,5
S100502,25,BCA,8.0,7.9,3.9,8.1,5.9,5.1,8.6,0,0,0,1,261.0,3,1,1,7,0,6.0,6.4,8.1,2.5,4.7,8.0,0,5
S100503,23,B.Tech,5.36,6.7,2.6,7.9,7.9,1.1,5.9,0,0,0,1,127.0,4,2,3,1,1,3.0,3.5,5.0,5.3,3.8,6.9,1,1
S100504,23,B.Tech,6.79,4.0,5.1,7.9,4.4,5.1,5.6,3,0,0,2,96.0,1,0,0,4,2,4.0,7.7,8.5,4.1,7.6,3.7,1,1
S100505,25,M.Tech,7.62,4.1,6.9,3.4,7.1,4.4,5.3,3,2,0,0,,3,0,0,8,0,2.0,6.1,6.4,7.3,6.6,7.6,0,5
S100506,23,B.Tech,7.32,4.0,4.4,6.5,5.3,4.8,8.8,4,1,1,0,,1,0,0,0,4,7.0,3.7,4.0,4.6,4.8,4.1,1,2
S100507,25,MCA,7.93,7.4,10.0,4.3,9.0,4.6,1.8,4,0,0,3,302.0,6,0,2,3,3,0.0,6.5,5.5,4.6,3.3,6.6,1,3
S100508,20,B.Tech,8.21,10.0,7.6,2.2,6.7,5.1,9.0,2,2,1,2,185.0,2,0,1,5,4,0.0,6.2,4.5,9.8,6.4,4.8,1,4
S100509,22,B.Tech,8.05,9.0,8.4,4.9,7.7,7.4,4.6,1,1,1,2,137.0,4,0,0,4,1,1.0,5.3,6.6,7.1,,8.4,1,3
S100510,20,B.Tech,7.31,3.1,7.4,8.1,1.5,1.9,1.9,1,1,1,2,300.0,4,0,1,7,2,7.0,6.3,5.1,7.7,6.7,7.3,1,0
S100511,20,MCA,5.84,9.1,9.5,6.4,5.6,3.7,3.3,1,1,1,0,,4,0,0,5,2,2.0,6.8,4.9,4.5,6.3,4.4,0,5
S100512,22,B.Tech,7.09,8.2,4.2,9.5,6.6,6.0,1.4,2,2,1,1,499.0,2,0,0,2,2,3.0,7.3,7.0,3.3,9.7,5.0,1,2
S100513,21,B.Tech,7.87,3.7,0.7,5.9,6.2,5.6,6.4,1,0,0,2,366.0,2,0,1,4,1,3.0,5.7,6.6,7.6,5.9,10.0,0,5
S100514,22,B.Tech,6.52,6.0,4.9,10.0,7.7,5.5,2.7,6,1,0,5,409.0,0,0,0,3,2,2.0,5.0,8.7,8.5,9.6,3.3,1,1
S100515,22,B.Tech,8.07,8.5,6.9,5.9,5.1,10.0,5.4,3,0,0,3,142.0,6,1,1,4,1,3.0,6.0,8.6,2.9,6.1,4.4,1,1
S100516,23,B.Tech,8.32,7.5,6.1,5.5,5.9,5.9,7.5,2,1,0,1,15.0,3,1,2,4,4,1.0,7.9,6.6,4.5,4.8,4.5,1,1
S100517,25,M.Tech,7.61,4.1,6.4,2.9,8.2,7.0,3.5,3,2,1,2,24.0,3,0,1,6,0,3.0,6.8,7.4,3.7,4.1,3.5,0,5
S100518,25,B.Tech,5.0,7.6,8.4,7.7,1.2,3.8,4.4,4,4,1,0,,4,0,2,2,2,2.0,4.8,4.0,6.5,4.4,3.7,0,5
S100519,22,MCA,6.35,2.7,6.6,4.5,7.0,2.3,2.1,3,1,1,1,437.0,1,0,0,4,4,3.0,5.6,7.8,7.7,6.8,5.6,1,2
S100520,21,MCA,9.2,6.1,7.4,4.2,5.1,3.8,4.1,1,0,0,0,,5,0,1,3,2,5.0,8.8,7.2,4.8,6.2,6.8,1,0
S100521,24,B.Tech,7.01,8.5,3.9,8.1,4.0,6.1,10.0,5,1,0,1,294.0,2,0,1,8,1,5.0,7.0,8.2,4.8,2.7,2.6,1,4
S100522,20,B.Tech,5.71,6.5,3.6,7.8,6.5,5.4,6.7,0,0,0,1,105.0,1,0,0,5,2,5.0,5.8,5.9,1.6,7.8,4.8,0,5
S100523,23,B.Sc,8.61,5.6,9.0,7.8,8.3,5.4,4.4,6,4,2,0,,1,0,0,6,2,1.0,7.8,6.0,3.6,8.7,4.2,1,2
S100524,22,B.Tech,7.51,8.1,6.0,4.8,7.9,4.0,3.7,3,0,0,1,258.0,2,0,1,12,3,4.0,4.4,6.0,8.5,,3.5,0,5
S100525,21,B.Tech,8.49,8.3,4.6,5.4,5.5,3.7,4.9,4,0,0,0,,2,0,0,5,2,4.0,6.2,9.1,6.5,7.8,7.8,1,4
S100526,23,BCA,7.75,8.9,4.6,5.4,7.6,4.1,5.3,1,1,0,1,12.0,4,1,1,3,1,2.0,9.3,7.0,7.4,9.0,4.3,1,1
S100527,21,BCA,7.91,8.1,4.5,7.1,7.5,6.1,4.1,1,1,0,0,,2,0,1,3,3,6.0,6.8,3.8,4.8,2.8,3.1,1,1
S100528,21,M.Tech,7.83,8.4,4.4,8.6,5.6,6.3,6.2,0,0,0,1,347.0,2,0,0,5,5,6.0,8.7,7.7,5.0,5.2,7.6,1,4
S100529,23,B.Tech,8.13,7.8,3.2,6.2,4.4,2.3,2.9,2,0,0,3,385.0,9,0,1,1,2,2.0,5.3,5.7,5.5,4.5,8.3,0,5
S100530,21,B.Sc,9.55,7.0,2.8,9.4,4.5,6.2,2.9,3,2,0,3,73.0,4,0,0,4,2,2.0,4.5,8.5,6.1,7.8,6.3,1,3
S100531,24,M.Tech,8.37,6.7,5.4,7.3,7.5,3.1,5.8,2,2,1,2,17.0,2,0,0,4,1,2.0,7.8,,8.3,5.3,3.9,1,2
S100532,20,B.Tech,6.08,6.1,4.6,5.0,5.7,5.5,2.4,1,1,0,3,427.0,2,0,1,2,2,2.0,1.8,8.7,4.2,5.2,5.2,0,5
S100533,22,B.Sc,7.9,4.3,8.0,7.2,3.7,4.1,6.6,1,1,0,1,156.0,3,0,0,0,1,2.0,5.9,8.4,5.2,6.8,4.5,0,5
S100534,24,B.Tech,8.53,4.8,6.4,8.9,2.4,7.9,5.0,2,1,1,3,236.0,5,1,1,5,3,0.0,7.6,8.2,3.9,8.8,5.7,1,0
S100535,21,B.Tech,8.58,6.0,6.3,9.5,7.5,3.6,1.0,1,1,1,1,314.0,6,1,3,3,1,2.0,6.6,8.5,1.6,5.9,7.2,1,2
S100536,24,B.Tech,7.12,6.9,4.3,7.9,4.7,4.9,5.2,5,1,0,1,246.0,0,0,0,6,3,1.0,1.3,8.0,7.3,5.2,5.7,0,5
S100537,24,B.Tech,8.55,9.1,5.6,5.6,6.5,5.8,1.3,0,0,0,3,472.0,1,0,0,3,5,1.0,2.8,5.3,9.0,5.5,5.8,1,3
S100538,25,B.Tech,8.33,6.4,6.5,5.1,8.3,2.6,6.5,4,1,0,3,421.0,1,1,1,2,1,2.0,5.3,4.4,7.0,7.2,4.8,1,4
S100539,21,MCA,,8.3,7.2,6.7,3.2,4.3,4.5,5,2,0,0,,1,0,0,2,3,1.0,6.4,5.0,6.0,3.6,7.1,0,5
S100540,24,BCA,6.82,8.4,5.6,8.8,5.7,3.9,9.1,3,0,0,0,,3,1,1,1,1,3.0,6.5,7.8,9.2,6.0,6.5,0,5
S100541,25,B.Sc,7.04,6.1,8.0,6.4,5.5,3.4,7.4,1,1,0,4,487.0,3,0,2,1,2,4.0,5.5,2.5,6.4,4.3,2.1,0,5
S100542,24,MCA,7.22,7.6,5.8,6.4,6.6,3.5,2.7,1,1,1,2,354.0,4,0,0,1,0,4.0,7.0,6.5,7.1,3.8,2.2,0,5
S100543,21,BCA,7.06,6.1,7.4,5.6,8.3,6.9,0.6,1,1,1,1,377.0,2,1,1,6,4,1.0,6.4,6.0,5.8,2.5,5.1,1,2
S100544,24,B.Tech,6.7,8.9,4.8,4.8,3.1,3.2,3.3,4,2,0,0,,4,0,1,1,2,5.0,5.2,8.7,6.1,5.1,7.7,0,5
S100545,20,B.Tech,5.01,7.6,2.2,5.2,6.9,5.7,2.3,5,3,0,0,,4,2,4,8,1,2.0,6.6,6.3,5.2,7.9,8.1,1,2
S100546,23,B.Tech,7.11,4.4,6.3,5.8,7.9,5.2,9.0,4,0,0,4,91.0,3,1,3,7,1,2.0,4.2,5.8,7.2,2.4,7.3,0,5
S100547,22,B.Tech,7.83,6.8,7.3,8.9,5.4,1.4,5.0,3,1,0,1,215.0,3,1,1,4,4,1.0,6.8,8.9,3.3,7.0,5.5,1,1
S100548,23,M.Tech,7.06,9.5,7.0,5.0,5.5,5.6,7.1,1,1,1,3,271.0,6,1,5,1,1,1.0,3.8,6.3,6.3,4.8,8.7,1,4
S100549,23,B.Tech,9.24,6.2,6.6,5.6,6.6,1.4,4.4,1,1,0,0,,3,0,0,3,0,4.0,6.5,6.0,3.8,,4.4,0,5
S100550,20,B.Tech,7.51,7.3,5.1,3.8,6.5,5.9,4.6,2,2,0,2,318.0,5,0,2,3,2,1.0,6.4,5.6,6.5,6.6,5.1,0,5
S100551,23,B.Tech,8.66,7.5,4.2,6.9,7.0,3.4,4.9,3,1,1,2,307.0,4,0,0,2,2,2.0,4.9,7.0,10.0,8.4,3.0,0,5
S100552,25,B.Tech,7.74,4.6,6.9,8.2,6.9,4.5,7.4,1,1,0,1,420.0,4,1,3,2,2,0.0,6.8,5.9,6.9,8.7,5.1,1,0
S100553,22,MCA,8.24,7.4,6.7,8.7,3.8,1.7,5.7,1,1,1,1,27.0,3,0,2,5,1,3.0,8.6,5.9,7.8,6.5,4.1,1,1
S100554,21,B.Tech,7.75,4.0,4.7,5.9,7.8,4.8,2.7,5,1,0,1,113.0,1,0,1,3,2,3.0,3.5,9.1,7.3,5.9,8.9,0,5
S100555,25,B.Tech,8.73,5.4,8.0,6.6,8.1,6.5,8.6,3,1,0,2,215.0,4,3,4,4,4,3.0,7.4,6.6,0.8,6.7,8.5,1,4
S100556,20,B.Tech,7.55,8.4,4.0,5.2,6.2,2.7,4.4,2,1,0,3,440.0,2,0,0,0,1,2.0,7.7,5.7,5.2,10.0,5.9,0,5
S100557,22,B.Tech,7.95,7.1,4.6,6.6,2.8,3.2,4.0,4,2,1,1,119.0,2,1,1,2,0,5.0,5.1,4.7,6.4,5.5,6.7,0,5
S100558,23,B.Sc,7.83,6.0,9.1,6.1,5.6,5.5,0.0,5,0,0,1,486.0,1,0,0,4,0,3.0,7.1,6.9,1.3,8.0,4.6,0,5
S100559,22,B.Tech,7.24,7.3,7.5,5.6,6.2,5.6,6.4,2,0,0,3,478.0,3,0,1,2,1,4.0,5.0,5.5,4.9,4.9,0.7,0,5
S100560,25,B.Tech,7.86,6.4,5.1,5.8,3.5,0.0,5.2,5,1,1,1,48.0,3,0,0,4,2,0.0,8.0,5.8,5.3,4.5,4.3,1,0
S100561,22,B.Tech,9.51,6.5,6.4,6.4,5.1,8.9,5.2,2,1,0,3,182.0,1,0,0,3,1,3.0,0.0,5.0,3.0,9.2,7.3,0,5
S100562,25,MCA,7.26,7.7,6.1,4.9,3.0,5.7,4.1,0,0,0,0,,3,1,1,3,0,3.0,8.4,6.9,3.6,6.0,6.7,0,5
S100563,20,B.Sc,7.88,5.2,0.3,5.0,7.0,6.0,3.7,1,1,1,2,245.0,3,0,1,6,1,2.0,3.3,4.2,8.2,6.4,5.0,0,5
S100564,24,B.Sc,8.63,6.6,4.0,8.9,6.1,4.2,4.2,0,0,0,3,462.0,1,0,0,4,1,3.0,5.7,7.2,0.0,7.0,7.3,0,5
S100565,23,B.Sc,8.53,5.9,5.7,10.0,2.5,0.4,6.0,4,2,2,2,188.0,2,1,1,5,3,5.0,3.9,5.5,6.0,4.4,4.9,1,0
S100566,21,M.Tech,7.51,3.6,5.1,3.1,6.5,6.0,6.4,3,2,1,1,331.0,2,0,0,2,4,3.0,8.5,7.8,7.8,5.2,3.5,1,3
S100567,21,B.Tech,5.35,4.8,6.3,3.0,5.7,3.3,4.5,3,1,1,5,69.0,2,0,0,5,4,1.0,5.0,7.4,5.4,4.8,7.3,1,2
S100568,24,B.Tech,7.97,9.3,8.1,3.6,6.8,5.7,7.1,3,0,0,3,285.0,0,0,0,9,5,2.0,4.4,6.7,8.3,6.6,4.6,1,3
S100569,23,B.Tech,5.5,7.2,5.2,5.3,5.0,4.0,4.8,0,0,0,0,,0,0,0,8,1,1.0,7.7,8.0,4.6,6.7,7.9,1,1
S100570,23,B.Tech,8.82,4.1,3.7,7.3,4.2,5.0,3.9,2,1,0,4,458.0,1,0,0,4,3,2.0,7.0,9.3,3.7,4.9,1.8,0,5
S100571,20,MCA,7.65,3.7,6.4,6.7,4.3,2.8,5.4,1,1,0,2,389.0,3,1,1,2,1,3.0,4.8,8.8,5.5,9.6,4.7,0,5
S100572,23,B.Tech,8.4,6.3,5.1,5.8,4.7,6.4,2.0,6,1,0,3,108.0,3,1,2,6,4,1.0,3.5,4.1,4.7,6.0,7.0,1,3
S100573,25,M.Tech,6.69,9.3,5.5,6.6,5.8,1.9,5.5,2,0,0,1,310.0,1,0,0,2,3,2.0,3.2,5.4,4.4,6.2,6.8,0,5
S100574,20,MCA,6.1,6.2,5.2,4.1,6.1,9.4,1.6,7,2,2,0,,1,0,1,4,1,4.0,8.1,5.6,5.1,8.4,5.4,1,3
S100575,22,B.Tech,7.73,8.9,10.0,5.0,5.4,9.4,2.7,2,1,1,0,,3,2,2,5,2,3.0,6.3,7.6,3.9,4.4,6.4,1,3
S100576,22,MCA,7.47,7.1,1.3,5.5,5.0,8.1,0.6,2,0,0,2,231.0,3,1,1,6,2,2.0,5.8,5.6,3.8,5.1,6.1,0,5
S100577,25,B.Sc,7.06,7.3,5.0,2.3,5.1,7.3,4.6,1,1,0,2,410.0,4,0,2,3,3,1.0,6.5,5.5,3.3,6.5,2.8,0,5
S100578,21,MCA,7.58,4.1,5.8,3.2,10.0,4.3,8.5,4,1,0,2,145.0,5,1,3,9,0,4.0,1.6,5.2,6.3,3.3,5.1,1,3
S100579,22,B.Tech,9.99,8.2,4.2,3.3,4.3,7.1,4.7,3,0,0,1,3.0,5,0,1,3,0,2.0,4.9,7.0,3.5,5.6,6.3,0,5
S100580,24,B.Tech,8.25,5.9,7.6,7.0,4.7,4.3,6.4,1,1,1,2,97.0,5,0,0,5,3,1.0,4.9,7.6,3.0,9.7,6.8,1,0
S100581,20,B.Tech,8.44,8.1,7.4,6.0,10.0,1.1,10.0,0,0,0,2,413.0,3,1,1,2,3,0.0,7.5,4.3,3.4,9.3,5.7,1,1
S100582,24,B.Tech,,5.0,5.7,6.7,6.6,7.8,5.9,4,0,0,1,149.0,2,0,1,6,3,0.0,2.6,5.6,5.9,7.6,4.7,1,3
S100583,24,B.Tech,8.83,6.8,5.3,1.8,3.0,7.0,3.3,2,0,0,0,,1,0,0,4,0,3.0,7.6,3.1,6.8,,3.1,0,5
S100584,24,MCA,7.33,7.1,5.6,2.5,7.5,4.4,3.6,4,0,0,0,,1,0,0,7,2,3.0,9.1,2.2,7.0,6.9,7.3,1,4
S100585,23,B.Sc,5.65,6.2,5.6,6.8,4.0,1.8,5.0,5,2,1,1,435.0,6,1,2,2,2,2.0,2.1,7.4,5.9,5.2,7.1,1,0
S100586,24,B.Tech,7.33,7.2,5.6,0.0,7.6,3.2,3.6,2,1,0,0,,6,2,2,1,2,4.0,5.5,7.1,6.6,9.0,7.8,0,5
S100587,24,B.Tech,8.23,6.0,5.4,7.9,5.4,0.5,3.8,2,2,0,4,473.0,2,0,1,6,1,3.0,6.5,6.8,5.4,4.3,3.6,1,0
S100588,25,B.Tech,6.63,5.3,6.3,1.9,4.9,6.6,7.2,0,0,0,2,342.0,0,0,0,2,4,1.0,7.2,9.4,6.4,7.7,6.0,0,5
S100589,22,B.Tech,7.34,9.4,7.3,7.2,9.0,1.0,7.3,3,0,0,2,409.0,4,2,2,6,3,3.0,1.2,3.5,6.4,5.1,4.4,0,5
S100590,22,BCA,6.88,8.4,3.3,3.7,6.9,5.1,1.4,1,1,0,0,,4,0,3,6,2,5.0,6.2,2.8,4.0,5.2,5.9,0,5
S100591,23,B.Tech,8.85,5.1,3.7,7.6,7.7,2.6,3.2,2,2,1,0,,3,0,1,3,2,4.0,5.1,4.5,3.3,7.0,10.0,0,5
S100592,21,B.Tech,8.17,7.5,2.3,10.0,6.7,1.4,4.0,0,0,0,2,209.0,1,0,1,2,1,4.0,4.9,2.7,8.2,9.7,7.6,0,5
S100593,25,B.Sc,8.09,5.2,7.5,1.0,4.9,5.0,6.3,5,0,0,0,,3,0,1,1,3,3.0,9.6,5.4,5.8,8.6,4.3,1,4
S100594,24,B.Tech,8.06,4.4,6.3,6.9,7.0,3.8,7.5,2,1,0,2,232.0,3,0,0,2,0,1.0,5.1,7.5,7.6,6.6,5.3,0,5
S100595,23,B.Tech,7.47,8.4,6.8,1.9,8.2,6.3,10.0,3,2,0,0,,3,1,1,5,1,2.0,6.4,7.0,3.3,6.1,5.1,1,4
S100596,21,M.Tech,7.68,3.4,2.9,6.4,6.1,1.7,4.0,3,2,0,1,491.0,4,0,0,5,0,0.0,5.3,8.3,4.7,7.4,6.0,0,5
S100597,22,B.Sc,6.43,8.2,9.4,5.1,9.4,2.8,4.1,3,1,1,1,272.0,2,1,2,4,2,3.0,6.0,7.2,2.7,8.5,2.8,0,5
S100598,22,BCA,5.53,6.0,4.6,5.8,7.5,0.0,6.3,3,1,0,5,49.0,4,0,0,3,1,6.0,6.6,5.8,6.8,2.8,6.4,1,1
S100599,23,B.Sc,7.64,6.1,6.1,3.7,6.2,0.0,3.5,2,0,0,4,180.0,4,0,1,6,2,3.0,7.3,5.6,4.3,5.8,1.6,0,5
S100600,24,B.Tech,7.79,7.2,7.5,7.1,6.3,8.5,4.7,3,1,0,2,99.0,5,0,2,4,2,3.0,3.9,7.3,4.4,4.1,2.5,0,5
S100601,24,M.Tech,8.59,7.5,3.8,2.6,6.1,9.1,4.1,4,0,0,2,235.0,6,1,2,3,5,1.0,5.8,3.7,9.4,5.6,9.8,1,3
S100602,25,MCA,8.91,5.0,4.7,8.0,3.3,4.7,0.0,1,0,0,4,117.0,5,0,2,5,4,3.0,5.9,0.8,6.8,3.7,5.1,0,5
S100603,25,M.Tech,8.91,7.8,6.2,4.7,5.6,2.7,5.3,4,2,0,2,41.0,2,0,1,5,3,2.0,2.2,7.2,6.8,2.7,8.7,1,4
S100604,24,BCA,6.6,6.7,10.0,2.7,6.2,3.8,4.6,1,1,1,1,86.0,2,0,1,7,2,2.0,3.6,6.9,3.1,3.6,4.2,0,5
S100605,22,M.Tech,7.18,4.2,6.4,8.7,5.0,6.4,7.8,3,1,1,0,,1,0,0,7,7,1.0,7.3,9.3,1.8,5.0,1.6,1,0
S100606,23,MCA,7.93,6.2,9.0,5.4,6.5,3.4,5.0,2,1,0,3,71.0,2,0,0,0,3,2.0,4.6,7.8,7.4,7.1,3.7,1,0
S100607,22,B.Tech,9.78,9.0,8.2,9.3,5.8,5.0,2.2,0,0,0,3,14.0,4,0,1,3,2,4.0,10.0,7.1,1.0,4.5,10.0,1,0
S100608,23,M.Tech,8.83,9.5,6.5,7.9,7.3,4.5,4.4,2,2,2,0,,5,0,1,3,1,3.0,7.4,5.9,4.5,4.4,3.0,0,5
S100609,24,B.Tech,8.51,7.8,3.8,3.9,7.1,3.2,0.4,3,1,0,2,322.0,3,0,1,6,0,6.0,6.4,5.0,3.9,6.7,9.4,1,2
S100610,22,B.Sc,7.15,4.4,7.9,5.3,6.1,3.3,2.3,5,0,0,1,315.0,3,1,3,6,3,0.0,8.5,6.0,3.6,,6.5,0,5
S100611,23,B.Sc,6.71,7.4,2.8,5.7,3.1,5.1,6.4,1,0,0,5,195.0,7,0,2,5,1,4.0,7.0,8.2,4.6,9.1,6.0,0,5
S100612,20,BCA,8.21,8.0,9.0,8.6,9.4,2.4,4.5,4,2,0,0,,5,2,3,6,4,3.0,5.9,7.3,3.4,7.7,4.3,1,2
S100613,24,BCA,6.51,7.8,6.2,6.4,5.5,5.5,7.0,0,0,0,2,96.0,1,0,0,5,2,7.0,2.7,8.2,3.1,4.2,4.0,0,5
S100614,22,B.Tech,7.29,7.9,0.5,5.9,5.6,3.5,0.7,2,2,2,1,361.0,4,2,4,3,2,1.0,6.8,6.7,6.0,4.8,6.9,0,5
S100615,22,M.Tech,7.4,7.2,5.1,5.1,5.1,4.8,4.5,4,1,0,3,9.0,1,0,0,1,1,3.0,8.3,4.9,7.6,7.3,8.4,1,1
S100616,23,M.Tech,8.93,6.4,7.1,5.4,4.8,7.5,4.0,2,0,0,0,,3,0,0,3,1,1.0,4.3,8.6,2.0,4.4,6.2,0,5
S100617,21,B.Tech,7.18,5.4,5.3,8.1,8.9,4.1,7.1,2,2,0,0,,5,0,1,7,5,3.0,1.8,8.4,5.9,5.4,7.3,1,1
S100618,23,B.Tech,5.3,3.1,7.2,5.5,8.6,6.5,6.5,2,2,0,1,234.0,2,1,1,4,1,6.0,3.4,6.8,6.6,2.9,4.9,0,5
S100619,24,B.Tech,7.95,7.1,4.1,4.7,6.7,0.6,6.4,3,3,0,5,278.0,1,0,0,3,2,1.0,9.0,7.5,6.4,3.6,10.0,1,2
S100620,22,M.Tech,6.87,6.8,3.2,4.4,5.6,3.5,8.4,4,1,1,0,,5,1,2,3,4,3.0,5.7,7.4,5.1,8.3,6.3,1,2
